Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C98,0.1uF,C_0603,61.849999,-5.08,270,bottom
C99,0.1uF,C_0402,121.325,-18.3,90,bottom
F1,1A,Fuse_SMD1206_Reflow,9.55,-1.819,180,bottom
J2,Conn_01x04,JST-SR-4,15.63861,-11.084344,270,bottom
L1,2.2uH,L_TDK_NLV25_2.5x2.0mm,4.7625,-9.696875,0,bottom
R1,1M,R_0402,2.75,3.499999,0,bottom
R113,100R,R_0402_1005Metric,7.3625,-12.096875,270,bottom
R2,5.1k,R_0402,7.799999,0.595344,90,bottom
R3,5.1k,R_0402,10.55,0.595344,90,bottom
R30,10k,R_0402,15.573721,-32.913236,45,bottom
R35,12k,R_0402,16.280827,-32.206129,45,bottom
R4,300R,R_0402,-2.2375,-8.17,270,bottom
RGB1_A1,SK6812_Mini_E,SK6812_Mini_E_REV,19.05,-5.08,0,bottom
RGB1_A10,SK6812_Mini_E,SK6812_Mini_E_REV,190.5,-5.08,0,bottom
RGB1_A11,SK6812_Mini_E,SK6812_Mini_E_REV,209.55,-5.08,0,bottom
RGB1_A12,SK6812_Mini_E,SK6812_Mini_E_REV,228.6,-5.08,0,bottom
RGB1_A13,SK6812_Mini_E,SK6812_Mini_E_REV,247.65,-5.08,0,bottom
RGB1_A14,SK6812_Mini_E,SK6812_Mini_E_REV,257.175,-5.08,0,bottom
RGB1_A15,SK6812_Mini_E,SK6812_Mini_E_REV,266.7,-5.08,0,bottom
RGB1_A16,SK6812_Mini_E,SK6812_Mini_E_REV,0,-5.08,0,bottom
RGB1_A17,SK6812_Mini_E,SK6812_Mini_E_REV,285.75,-5.08,0,bottom
RGB1_A18,SK6812_Mini_E,SK6812_Mini_E_REV,7.14375,-43.18,0,bottom
RGB1_A19,SK6812_Mini_E,SK6812_Mini_E_REV,3.571875,-81.28,0,bottom
RGB1_A2,SK6812_Mini_E,SK6812_Mini_E_REV,38.1,-5.08,0,bottom
RGB1_A20,SK6812_Mini_E,SK6812_Mini_E_REV,33.3375,-43.18,0,bottom
RGB1_A21,SK6812_Mini_E,SK6812_Mini_E_REV,27.384375,-81.28,0,bottom
RGB1_A22,SK6812_Mini_E,SK6812_Mini_E_REV,52.3875,-43.18,0,bottom
RGB1_A23,SK6812_Mini_E,SK6812_Mini_E_REV,285.75,-43.18,0,bottom
RGB1_A24,SK6812_Mini_E,SK6812_Mini_E_REV,71.4375,-43.18,0,bottom
RGB1_A25,SK6812_Mini_E,SK6812_Mini_E_REV,254.79375,-43.18,0,bottom
RGB1_A26,SK6812_Mini_E,SK6812_Mini_E_REV,90.4875,-43.18,0,bottom
RGB1_A27,SK6812_Mini_E,SK6812_Mini_E_REV,223.8375,-43.18,0,bottom
RGB1_A28,SK6812_Mini_E,SK6812_Mini_E_REV,109.5375,-43.18,0,bottom
RGB1_A29,SK6812_Mini_E,SK6812_Mini_E_REV,204.7875,-43.18,0,bottom
RGB1_A3,SK6812_Mini_E,SK6812_Mini_E_REV,57.15,-5.08,0,bottom
RGB1_A30,SK6812_Mini_E,SK6812_Mini_E_REV,128.5875,-43.18,0,bottom
RGB1_A31,SK6812_Mini_E,SK6812_Mini_E_REV,185.7375,-43.18,0,bottom
RGB1_A32,SK6812_Mini_E,SK6812_Mini_E_REV,147.6375,-43.18,0,bottom
RGB1_A33,SK6812_Mini_E,SK6812_Mini_E_REV,166.6875,-43.18,0,bottom
RGB1_A34,SK6812_Mini_E,SK6812_Mini_E_REV,51.196875,-81.28,0,bottom
RGB1_A36,SK6812_Mini_E,SK6812_Mini_E_REV,121.44375,-81.28,0,bottom
RGB1_A38,SK6812_Mini_E,SK6812_Mini_E_REV,133.35,-81.28,0,bottom
RGB1_A4,SK6812_Mini_E,SK6812_Mini_E_REV,76.2,-5.08,0,bottom
RGB1_A40,SK6812_Mini_E,SK6812_Mini_E_REV,192.88125,-80.279999,0,bottom
RGB1_A42,SK6812_Mini_E,SK6812_Mini_E_REV,215.503125,-81.28,0,bottom
RGB1_A43,SK6812_Mini_E,SK6812_Mini_E_REV,285.75,-81.28,0,bottom
RGB1_A44,SK6812_Mini_E,SK6812_Mini_E_REV,247.65,-81.28,0,bottom
RGB1_A45,SK6812_Mini_E,SK6812_Mini_E_REV,266.7,-81.28,0,bottom
RGB1_A5,SK6812_Mini_E,SK6812_Mini_E_REV,95.25,-5.08,0,bottom
RGB1_A6,SK6812_Mini_E,SK6812_Mini_E_REV,114.3,-5.08,0,bottom
RGB1_A7,SK6812_Mini_E,SK6812_Mini_E_REV,133.35,-5.08,0,bottom
RGB1_A8,SK6812_Mini_E,SK6812_Mini_E_REV,152.4,-5.08,0,bottom
RGB1_A9,SK6812_Mini_E,SK6812_Mini_E_REV,171.45,-5.08,0,bottom
RGB1_B1,SK6812_Mini_E,SK6812_Mini_E,285.75,-24.129999,0,bottom
RGB1_B10,SK6812_Mini_E,SK6812_Mini_E,104.775,-24.129999,0,bottom
RGB1_B11,SK6812_Mini_E,SK6812_Mini_E,85.725,-24.129999,0,bottom
RGB1_B12,SK6812_Mini_E,SK6812_Mini_E,66.675,-24.129999,0,bottom
RGB1_B13,SK6812_Mini_E,SK6812_Mini_E,47.625,-24.129999,0,bottom
RGB1_B14,SK6812_Mini_E,SK6812_Mini_E,28.575,-24.129999,0,bottom
RGB1_B15,SK6812_Mini_E,SK6812_Mini_E,4.7625,-24.129999,0,bottom
RGB1_B16,SK6812_Mini_E,SK6812_Mini_E,2.38125,-62.229999,0,bottom
RGB1_B17,SK6812_Mini_E,SK6812_Mini_E,266.7,-62.229999,0,bottom
RGB1_B18,SK6812_Mini_E,SK6812_Mini_E,11.90625,-62.229999,0,bottom
RGB1_B19,SK6812_Mini_E,SK6812_Mini_E,240.50625,-62.229999,0,bottom
RGB1_B2,SK6812_Mini_E,SK6812_Mini_E,261.9375,-24.129999,0,bottom
RGB1_B20,SK6812_Mini_E,SK6812_Mini_E,23.8125,-62.229999,0,bottom
RGB1_B21,SK6812_Mini_E,SK6812_Mini_E,214.3125,-62.229999,0,bottom
RGB1_B22,SK6812_Mini_E,SK6812_Mini_E,42.8625,-62.229999,0,bottom
RGB1_B23,SK6812_Mini_E,SK6812_Mini_E,195.2625,-62.229999,0,bottom
RGB1_B24,SK6812_Mini_E,SK6812_Mini_E,61.9125,-62.229999,0,bottom
RGB1_B25,SK6812_Mini_E,SK6812_Mini_E,176.2125,-62.229999,0,bottom
RGB1_B26,SK6812_Mini_E,SK6812_Mini_E,80.9625,-62.229999,0,bottom
RGB1_B27,SK6812_Mini_E,SK6812_Mini_E,157.1625,-62.229999,0,bottom
RGB1_B28,SK6812_Mini_E,SK6812_Mini_E,100.0125,-62.229999,0,bottom
RGB1_B29,SK6812_Mini_E,SK6812_Mini_E,138.1125,-62.229999,0,bottom
RGB1_B3,SK6812_Mini_E,SK6812_Mini_E,238.125,-24.129999,0,bottom
RGB1_B30,SK6812_Mini_E,SK6812_Mini_E,119.0625,-62.229999,0,bottom
RGB1_B31,SK6812_Mini_E,SK6812_Mini_E,285.75,-62.229999,0,bottom
RGB1_B4,SK6812_Mini_E,SK6812_Mini_E,219.075,-24.129999,0,bottom
RGB1_B5,SK6812_Mini_E,SK6812_Mini_E,200.025,-24.129999,0,bottom
RGB1_B6,SK6812_Mini_E,SK6812_Mini_E,180.975,-24.129999,0,bottom
RGB1_B7,SK6812_Mini_E,SK6812_Mini_E,161.925,-24.129999,0,bottom
RGB1_B8,SK6812_Mini_E,SK6812_Mini_E,142.875,-24.129999,0,bottom
RGB1_B9,SK6812_Mini_E,SK6812_Mini_E,123.825,-24.129999,0,bottom
U10,SLSS49E-3,SLSS49E_MX_1U,0,-0.02,0,bottom
U100,SLSS49E-3,SLSS49E_MX_1U,285.75,-0.02,0,bottom
U101,SLSS49E-3,SLSS49E_MX_1U,285.75,-19.07,0,bottom
U102,SLSS49E-3,SLSS49E_MX_1U,285.75,-38.12,0,bottom
U103,SLSS49E-3,SLSS49E_MX_1U,285.75,-57.17,0,bottom
U104,SLSS49E-3,SLSS49E_MX_1U,285.75,-76.22,0,bottom
U11,SLSS49E-3,SLSS49E_MX_1.5U,4.7625,-19.07,0,bottom
U12,SLSS49E-3,SLSS49E_MX_1.75U,7.14375,-38.12,0,bottom
U14,SLSS49E-3,SLSS49E_MX_1.25U_Rotate,2.38125,-76.2,0,bottom
U15,SLSS49E-3,SLSS49E_MX_1.25U,192.88125,-76.22,0,bottom
U16,SLSS49E-3,SLSS49E_MX_1U,19.05,-0.02,0,bottom
U17,SLSS49E-3,SLSS49E_MX_1U,28.575,-19.07,0,bottom
U18,SLSS49E-3,SLSS49E_MX_1U,33.3375,-38.12,0,bottom
U19,AP2112K-3.3,SOT-23-5,38.1,-11.084344,270,bottom
U2,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,4.7625,-30.360938,180,bottom
U20,SLSS49E-3,SLSS49E_MX_1.25U_Rotate,26.19375,-76.2,0,bottom
U21,SLSS49E-3,SLSS49E_MX_1.25U_Rotate,216.69375,-76.2,0,bottom
U22,SLSS49E-3,SLSS49E_MX_1U,38.1,-0.02,0,bottom
U23,SLSS49E-3,SLSS49E_MX_1U,47.625,-19.07,0,bottom
U24,SLSS49E-3,SLSS49E_MX_1U,52.3875,-38.12,0,bottom
U25,SLSS49E-3,SLSS49E_MX_1U,42.8625,-57.17,0,bottom
U26,SLSS49E-3,SLSS49E_MX_1.25U_Rotate,50.00625,-76.2,0,bottom
U27,AT32F405KxU7-4,QFN-32-1EP_4x4mm_P0.4mm_EP2.9x2.9mm_ThermalVias,20.240625,-33.3375,45,bottom
U28,SLSS49E-3,SLSS49E_MX_1U,57.15,-0.02,0,bottom
U29,SLSS49E-3,SLSS49E_MX_1U,66.675,-19.07,0,bottom
U3,SLSS49E-3,SLSS49E_MX_2U,257.175,-0.86995,0,bottom
U30,SLSS49E-3,SLSS49E_MX_1U,71.4375,-38.12,0,bottom
U31,SLSS49E-3,SLSS49E_MX_1U,61.9125,-57.17,0,bottom
U32,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,42.8625,-30.360938,180,bottom
U33,SLSS49E-3,SLSS49E_MX_2.25U,11.90625,-58.01995,0,bottom
U34,SLSS49E-3,SLSS49E_MX_1U,76.2,-0.02,0,bottom
U35,SLSS49E-3,SLSS49E_MX_1U,85.725,-19.07,0,bottom
U36,SLSS49E-3,SLSS49E_MX_1U,90.4875,-38.12,0,bottom
U37,SLSS49E-3,SLSS49E_MX_1U,80.9625,-57.17,0,bottom
U38,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,80.9625,-30.360938,180,bottom
U4,SLSS49E-3,SLSS49E_MX_1.5U_Rotate,4.7625,-76.2,0,bottom
U40,SLSS49E-3,SLSS49E_MX_1U,95.25,-0.02,0,bottom
U41,SLSS49E-3,SLSS49E_MX_1U,104.775,-19.07,0,bottom
U42,SLSS49E-3,SLSS49E_MX_1U,109.5375,-38.12,0,bottom
U43,SLSS49E-3,SLSS49E_MX_1U,100.0125,-57.17,0,bottom
U44,SLSS49E-3,SLSS49E_MX_6.25U-ReversedStabilizers,121.44375,-75.33005,0,bottom
U45,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,119.0625,-30.360938,180,bottom
U46,SLSS49E-3,SLSS49E_MX_1U,114.3,-0.02,0,bottom
U47,SLSS49E-3,SLSS49E_MX_1U,123.825,-19.07,0,bottom
U48,SLSS49E-3,SLSS49E_MX_1U,128.5875,-38.12,0,bottom
U49,SLSS49E-3,SLSS49E_MX_1U,119.0625,-57.17,0,bottom
U5,SLSS49E-3,SLSS49E_MX_1U_Rotate,28.575,-76.2,0,bottom
U51,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,157.1625,-30.360938,180,bottom
U52,SLSS49E-3,SLSS49E_MX_1U,133.35,-0.02,0,bottom
U53,SLSS49E-3,SLSS49E_MX_1U,142.875,-19.07,0,bottom
U54,SLSS49E-3,SLSS49E_MX_1U,147.6375,-38.12,0,bottom
U55,SLSS49E-3,SLSS49E_MX_1U,138.1125,-57.17,0,bottom
U56,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,195.2625,-30.360938,180,bottom
U58,SLSS49E-3,SLSS49E_MX_1U,152.4,-0.02,0,bottom
U59,SLSS49E-3,SLSS49E_MX_1U,161.925,-19.07,0,bottom
U6,SLSS49E-3,SLSS49E_MX_1.5U_Rotate,52.3875,-76.2,0,bottom
U60,SLSS49E-3,SLSS49E_MX_1U,166.6875,-38.12,0,bottom
U61,SLSS49E-3,SLSS49E_MX_1U,157.1625,-57.17,0,bottom
U62,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,228.6,-30.360938,180,bottom
U63,AMS1117-3.3,SOT-223-3_TabPin2,57.15,-11.084344,180,bottom
U64,SLSS49E-3,SLSS49E_MX_1U,171.45,-0.02,0,bottom
U65,SLSS49E-3,SLSS49E_MX_1U,180.975,-19.07,0,bottom
U66,SLSS49E-3,SLSS49E_MX_1U,185.7375,-38.12,0,bottom
U67,SLSS49E-3,SLSS49E_MX_1U,176.2125,-57.17,0,bottom
U69,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,228.6,-49.510938,180,bottom
U7,SLSS49E-3,SLSS49E_MX_7U-ReversedStabilizers,133.35,-75.33005,0,bottom
U70,SLSS49E-3,SLSS49E_MX_1U,190.5,-0.02,0,bottom
U71,SLSS49E-3,SLSS49E_MX_1U,200.025,-19.07,0,bottom
U72,SLSS49E-3,SLSS49E_MX_1U,204.7875,-38.12,0,bottom
U73,SLSS49E-3,SLSS49E_MX_1U,195.2625,-57.17,0,bottom
U74,74HC4051,SSOP-16_4.4x5.2mm_P0.65mm,279.55875,-49.510938,180,bottom
